How old are you?,What gender do you identify as?,Does your gender identity align with your sex assigned at birth?,What species is your primary character?,Where in the world are you located?,What religion do you identify with?,"If we cannot observe something, it may as well not exist.","There is/are no God, gods, or deities.","There is no such thing as truth, only opinions.",Morality is a social construct.,"Sometimes, it is better for individuals to have rights taken away, in order to protect others within a society.","When in Rome, do as the Romans do.",People require a national identity to understand themselves.,The only things we can be said to know are things we have experienced.,Science is the surest path to knowledge.,Some races require different treatment than others.,It is impossible for us to know if other beings are self-aware.,"Without a belief in God, any action becomes permissible.","It is better to hold false but comforting beliefs, than to know something disturbing.",The ends can justify the means.,"Everything has a scientific, naturalistic explanation.","There is an objective reality, which exists independently from us.",The most important goal of life is to become happy.,"People posses free will, and are able to make choices as individual agents.","Certain things, such as racism, sexism, and homophobia, are always wrong, regardless of context.",The media positively contributes to liberal democracy.,We posses no knowledge at birth.,Our perceptions accurately represent reality.,Free market economics is the best way to distribute wealth.,Different societies ought to keep to themselves.
22,,cisgender,coyote,us,,strongly_disagree,dont_know,disagree,disagree,neutral,strongly_disagree,strongly_disagree,strongly_disagree,agree,dont_know,slightly_agree,strongly_disagree,strongly_disagree,dont_know,strongly_agree,strongly_agree,slightly_agree,agree,agree,strongly_disagree,slightly_disagree,disagree,strongly_disagree,neutral
19,,cisgender,otherreptile,us,At this point Buddhist philosophy interests me. So I put this down as an answer.,disagree,agree,strongly_disagree,disagree,slightly_agree,disagree,disagree,slightly_disagree,slightly_agree,slightly_disagree,strongly_disagree,strongly_disagree,disagree,slightly_agree,disagree,slightly_disagree,neutral,slightly_agree,strongly_agree,slightly_agree,disagree,slightly_agree,slightly_disagree,strongly_disagree
27,,cisgender,otherfeline,us,,strongly_disagree,neutral,strongly_disagree,slightly_agree,neutral,neutral,disagree,slightly_disagree,slightly_agree,slightly_agree,disagree,strongly_disagree,strongly_disagree,disagree,slightly_agree,agree,slightly_disagree,agree,slightly_disagree,neutral,disagree,strongly_disagree,neutral,strongly_disagree
33,,transgender,jackal,us,,strongly_disagree,agree,strongly_disagree,slightly_disagree,agree,neutral,strongly_disagree,disagree,agree,strongly_disagree,disagree,strongly_disagree,disagree,neutral,strongly_agree,agree,slightly_agree,agree,strongly_agree,slightly_agree,agree,disagree,strongly_disagree,disagree
32,,transgender,dragon,us,,disagree,dont_know,neutral,slightly_agree,slightly_agree,slightly_disagree,strongly_disagree,agree,neutral,slightly_agree,slightly_agree,strongly_disagree,disagree,slightly_agree,slightly_agree,dont_know,slightly_agree,slightly_agree,strongly_agree,disagree,disagree,disagree,strongly_disagree,strongly_disagree
17,,cisgender,wolf,gb,,agree,strongly_agree,disagree,strongly_agree,slightly_agree,disagree,strongly_disagree,disagree,strongly_agree,strongly_disagree,slightly_disagree,slightly_agree,strongly_disagree,strongly_agree,strongly_agree,agree,strongly_agree,neutral,agree,agree,slightly_agree,slightly_agree,strongly_disagree,strongly_disagree
18,,transgender,anthro,us,,dont_know,dont_know,strongly_disagree,strongly_disagree,neutral,strongly_disagree,strongly_disagree,slightly_agree,strongly_agree,neutral,strongly_agree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_agree,dont_know,strongly_agree,neutral,strongly_agree,disagree,strongly_agree,disagree,neutral,strongly_disagree
33,,cisgender,coyote,us,,strongly_disagree,agree,strongly_disagree,slightly_agree,agree,slightly_disagree,strongly_disagree,neutral,slightly_agree,strongly_disagree,neutral,strongly_disagree,disagree,slightly_agree,agree,dont_know,dont_know,agree,strongly_agree,dont_know,agree,dont_know,strongly_disagree,strongly_disagree
28,,complicated,anthro,ph,,strongly_disagree,slightly_disagree,slightly_agree,disagree,slightly_disagree,agree,strongly_disagree,agree,neutral,neutral,slightly_agree,strongly_disagree,disagree,strongly_disagree,slightly_agree,disagree,strongly_agree,agree,agree,slightly_agree,strongly_agree,disagree,disagree,neutral
35,,cisgender,deer,it,,agree,agree,disagree,agree,neutral,slightly_agree,disagree,disagree,strongly_agree,slightly_agree,slightly_disagree,strongly_disagree,disagree,agree,strongly_agree,strongly_agree,slightly_agree,agree,neutral,slightly_disagree,slightly_disagree,disagree,strongly_disagree,neutral
30,,cisgender,snowleopard,gb,,disagree,strongly_agree,agree,neutral,agree,disagree,strongly_disagree,slightly_disagree,agree,neutral,disagree,strongly_disagree,disagree,neutral,agree,neutral,agree,agree,agree,slightly_disagree,disagree,slightly_disagree,neutral,strongly_disagree
15,,transgender,wolf,us,,slightly_disagree,strongly_disagree,disagree,dont_know,disagree,dont_know,strongly_disagree,disagree,strongly_disagree,strongly_disagree,disagree,strongly_disagree,disagree,dont_know,strongly_disagree,dont_know,neutral,strongly_agree,strongly_agree,dont_know,strongly_disagree,dont_know,dont_know,disagree
38,,cisgender,husky,gb,,agree,agree,disagree,agree,slightly_agree,neutral,slightly_agree,agree,slightly_disagree,disagree,agree,disagree,disagree,slightly_agree,agree,agree,agree,agree,agree,neutral,slightly_disagree,slightly_disagree,neutral,disagree
44,,cisgender,wolf,ca,,slightly_agree,dont_know,disagree,agree,agree,slightly_disagree,disagree,disagree,disagree,disagree,disagree,strongly_disagree,disagree,disagree,slightly_agree,agree,dont_know,agree,agree,disagree,slightly_disagree,disagree,disagree,disagree
42,,cisgender,rat,us,,disagree,strongly_disagree,disagree,agree,slightly_agree,slightly_disagree,disagree,slightly_disagree,agree,neutral,disagree,disagree,slightly_disagree,neutral,slightly_agree,slightly_disagree,agree,agree,agree,neutral,agree,agree,slightly_disagree,disagree
22,,cisgender,anthro,us,,disagree,agree,strongly_disagree,disagree,slightly_disagree,agree,disagree,agree,strongly_agree,strongly_disagree,disagree,strongly_disagree,strongly_disagree,neutral,agree,disagree,agree,strongly_agree,disagree,agree,slightly_agree,strongly_disagree,strongly_disagree,strongly_disagree
55,,cisgender,otherbear,us,,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,slightly_disagree,strongly_disagree,strongly_disagree,disagree,slightly_disagree,strongly_disagree,slightly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,agree,disagree,slightly_agree,strongly_disagree,disagree,disagree,strongly_disagree,strongly_agree,slightly_disagree
28,,cisgender,,nl,,disagree,slightly_agree,disagree,strongly_agree,strongly_agree,slightly_agree,strongly_disagree,strongly_disagree,agree,strongly_disagree,disagree,strongly_disagree,strongly_disagree,agree,agree,slightly_agree,disagree,neutral,agree,dont_know,slightly_disagree,disagree,slightly_agree,disagree
36,Neutrois,complicated,polymorphic,us,DIY Energy-Worker,slightly_disagree,disagree,slightly_agree,agree,disagree,neutral,disagree,slightly_disagree,slightly_disagree,strongly_disagree,slightly_disagree,strongly_disagree,slightly_disagree,disagree,disagree,slightly_disagree,neutral,agree,slightly_agree,neutral,slightly_agree,slightly_disagree,neutral,slightly_disagree
18,,cisgender,jackal,us,,neutral,slightly_disagree,disagree,slightly_agree,slightly_disagree,slightly_disagree,strongly_disagree,slightly_agree,agree,strongly_disagree,slightly_disagree,strongly_disagree,slightly_disagree,slightly_agree,slightly_agree,slightly_agree,agree,strongly_agree,agree,disagree,slightly_disagree,disagree,disagree,slightly_disagree
18,,cisgender,wolf,us,,slightly_disagree,strongly_agree,strongly_disagree,agree,slightly_disagree,slightly_agree,disagree,disagree,strongly_agree,strongly_disagree,slightly_agree,strongly_disagree,strongly_disagree,slightly_agree,strongly_agree,neutral,agree,strongly_agree,strongly_agree,disagree,slightly_agree,slightly_disagree,disagree,disagree
19,,cisgender,redpanda,us,,disagree,disagree,disagree,slightly_disagree,slightly_disagree,neutral,slightly_disagree,slightly_agree,slightly_disagree,disagree,slightly_agree,strongly_disagree,neutral,slightly_disagree,disagree,dont_know,slightly_agree,agree,neutral,dont_know,agree,slightly_disagree,dont_know,disagree
28,,cisgender,anthro,il,,strongly_disagree,strongly_agree,disagree,neutral,slightly_agree,disagree,disagree,disagree,strongly_agree,strongly_disagree,strongly_disagree,strongly_disagree,disagree,dont_know,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,neutral,dont_know,slightly_disagree,neutral,disagree
30,,cisgender,wolf,it,,neutral,neutral,strongly_disagree,slightly_disagree,slightly_disagree,agree,slightly_disagree,slightly_disagree,strongly_agree,disagree,disagree,strongly_disagree,disagree,agree,strongly_agree,agree,agree,agree,strongly_agree,neutral,slightly_disagree,slightly_agree,disagree,disagree
21,,cisgender,greyfox,us,,strongly_disagree,disagree,strongly_disagree,slightly_disagree,disagree,agree,disagree,slightly_agree,disagree,disagree,disagree,strongly_disagree,strongly_disagree,slightly_agree,disagree,dont_know,slightly_agree,strongly_agree,strongly_agree,strongly_disagree,neutral,slightly_agree,slightly_disagree,strongly_disagree
28,,cisgender,horse,us,Christian - LDS,slightly_disagree,strongly_disagree,disagree,slightly_disagree,slightly_agree,slightly_disagree,neutral,slightly_disagree,slightly_disagree,strongly_disagree,neutral,slightly_disagree,neutral,slightly_disagree,disagree,agree,slightly_agree,slightly_agree,agree,slightly_agree,neutral,slightly_disagree,disagree,disagree
42,,cisgender,otherfeline,gb,,disagree,neutral,slightly_disagree,agree,slightly_agree,slightly_disagree,disagree,disagree,slightly_agree,disagree,disagree,strongly_disagree,strongly_disagree,disagree,neutral,slightly_agree,neutral,slightly_agree,slightly_agree,slightly_agree,slightly_disagree,neutral,strongly_disagree,strongly_disagree
26,,cisgender,collie,us,,disagree,agree,strongly_disagree,strongly_agree,slightly_agree,disagree,strongly_disagree,slightly_agree,agree,strongly_disagree,disagree,strongly_disagree,strongly_disagree,slightly_agree,strongly_agree,strongly_agree,neutral,strongly_agree,strongly_agree,slightly_disagree,slightly_disagree,neutral,disagree,strongly_disagree
34,,cisgender,rabbit,us,,disagree,strongly_agree,strongly_disagree,agree,disagree,agree,disagree,disagree,strongly_agree,strongly_disagree,agree,strongly_disagree,strongly_disagree,slightly_agree,strongly_agree,strongly_agree,strongly_agree,slightly_agree,agree,strongly_disagree,slightly_disagree,disagree,strongly_agree,slightly_disagree
22,,cisgender,raptor,us,,agree,agree,slightly_disagree,slightly_agree,agree,dont_know,dont_know,agree,agree,slightly_disagree,slightly_disagree,disagree,disagree,disagree,slightly_agree,dont_know,strongly_agree,agree,agree,slightly_disagree,slightly_agree,disagree,disagree,disagree
17,,cisgender,otherbird,,,strongly_disagree,disagree,disagree,dont_know,slightly_agree,slightly_disagree,slightly_disagree,agree,disagree,neutral,slightly_agree,disagree,disagree,neutral,disagree,dont_know,slightly_agree,agree,neutral,dont_know,disagree,dont_know,dont_know,neutral
28,,cisgender,kitsune,us,,slightly_disagree,slightly_disagree,slightly_disagree,slightly_agree,slightly_agree,neutral,slightly_disagree,agree,slightly_agree,disagree,slightly_disagree,strongly_disagree,disagree,disagree,neutral,slightly_disagree,slightly_agree,agree,strongly_agree,neutral,slightly_disagree,disagree,neutral,disagree
26,,cisgender,wolf,cz,,disagree,neutral,slightly_disagree,slightly_agree,agree,agree,disagree,slightly_agree,neutral,disagree,disagree,strongly_disagree,slightly_disagree,slightly_agree,neutral,dont_know,agree,agree,agree,disagree,dont_know,strongly_disagree,dont_know,neutral
24,,cisgender,redfox,us,,neutral,strongly_disagree,disagree,disagree,agree,strongly_agree,disagree,slightly_disagree,slightly_agree,strongly_disagree,strongly_disagree,strongly_disagree,disagree,slightly_agree,disagree,dont_know,strongly_agree,strongly_agree,agree,strongly_disagree,slightly_disagree,strongly_disagree,disagree,strongly_disagree
18,,cisgender,wolf,us,Christian Undenominational,strongly_disagree,strongly_disagree,strongly_disagree,neutral,strongly_disagree,dont_know,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,neutral,neutral,strongly_disagree,dont_know,slightly_disagree,strongly_agree,slightly_agree,strongly_disagree,slightly_disagree,slightly_agree,neutral,slightly_disagree
14,,cisgender,otherreptile,us,,disagree,disagree,agree,strongly_agree,neutral,agree,slightly_disagree,disagree,slightly_agree,neutral,disagree,disagree,slightly_agree,neutral,disagree,slightly_agree,slightly_agree,slightly_agree,strongly_disagree,slightly_disagree,strongly_disagree,slightly_disagree,disagree,slightly_agree
24,,cisgender,squirrel,us,irrelegion (agnostic panentheism),strongly_disagree,disagree,neutral,agree,slightly_agree,slightly_agree,slightly_disagree,disagree,disagree,strongly_disagree,neutral,disagree,slightly_agree,slightly_agree,disagree,slightly_disagree,slightly_disagree,slightly_disagree,neutral,disagree,dont_know,disagree,disagree,strongly_disagree
26,,cisgender,,us,,slightly_agree,neutral,disagree,slightly_agree,agree,agree,disagree,neutral,agree,disagree,slightly_disagree,strongly_disagree,disagree,neutral,neutral,agree,agree,agree,slightly_agree,slightly_agree,agree,slightly_disagree,strongly_disagree,disagree
19,,cisgender,greyfox,us,,agree,strongly_agree,strongly_disagree,strongly_agree,slightly_agree,neutral,strongly_disagree,agree,strongly_agree,strongly_disagree,agree,strongly_disagree,strongly_disagree,strongly_agree,strongly_agree,strongly_agree,slightly_agree,slightly_agree,strongly_agree,strongly_agree,slightly_agree,disagree,disagree,strongly_disagree
26,,cisgender,otherdog,kr,,strongly_agree,strongly_agree,disagree,slightly_agree,neutral,slightly_agree,disagree,slightly_agree,strongly_agree,slightly_disagree,slightly_agree,strongly_disagree,strongly_disagree,slightly_agree,strongly_agree,agree,neutral,slightly_disagree,slightly_disagree,neutral,strongly_agree,disagree,agree,disagree
28,,cisgender,othercanine,at,,strongly_agree,strongly_agree,strongly_disagree,strongly_agree,agree,slightly_agree,strongly_disagree,strongly_disagree,strongly_agree,disagree,agree,neutral,disagree,disagree,strongly_agree,strongly_agree,neutral,strongly_disagree,agree,agree,strongly_agree,disagree,disagree,neutral
17,,cisgender,snowleopard,ca,,strongly_agree,strongly_agree,disagree,strongly_agree,agree,slightly_agree,neutral,strongly_disagree,strongly_agree,strongly_disagree,disagree,strongly_disagree,strongly_disagree,strongly_agree,strongly_agree,dont_know,strongly_agree,strongly_agree,strongly_agree,agree,disagree,disagree,slightly_agree,strongly_disagree
22,,cisgender,cougar,us,,strongly_agree,agree,neutral,agree,agree,agree,neutral,slightly_disagree,neutral,strongly_disagree,disagree,strongly_disagree,strongly_disagree,strongly_agree,agree,strongly_disagree,agree,slightly_agree,disagree,slightly_agree,slightly_disagree,neutral,neutral,disagree
50,,cisgender,wolf,us,Druid,slightly_disagree,strongly_disagree,strongly_agree,strongly_agree,strongly_agree,slightly_disagree,strongly_disagree,strongly_agree,slightly_agree,strongly_disagree,strongly_agree,slightly_agree,neutral,strongly_disagree,slightly_disagree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_disagree,strongly_agree,strongly_disagree,neutral,strongly_disagree
26,,cisgender,otherbird,ca,,disagree,agree,disagree,agree,slightly_disagree,slightly_agree,strongly_disagree,slightly_agree,agree,strongly_disagree,disagree,strongly_disagree,slightly_disagree,slightly_agree,strongly_agree,strongly_agree,slightly_agree,neutral,agree,neutral,neutral,disagree,strongly_disagree,strongly_disagree
26,,cisgender,domesticcat,ch,,strongly_disagree,neutral,disagree,strongly_agree,slightly_disagree,slightly_agree,disagree,disagree,agree,slightly_disagree,disagree,strongly_disagree,slightly_disagree,slightly_disagree,strongly_agree,strongly_agree,agree,neutral,slightly_agree,neutral,slightly_agree,disagree,disagree,slightly_agree
22,,cisgender,lizard,ie,,disagree,neutral,disagree,agree,slightly_agree,disagree,strongly_disagree,disagree,slightly_disagree,slightly_agree,strongly_agree,strongly_disagree,neutral,neutral,slightly_disagree,strongly_disagree,slightly_agree,slightly_disagree,agree,agree,dont_know,neutral,disagree,slightly_disagree
27,,cisgender,arcticfox,ca,,strongly_agree,slightly_disagree,disagree,agree,slightly_agree,disagree,disagree,neutral,slightly_agree,strongly_disagree,slightly_disagree,disagree,disagree,slightly_agree,agree,slightly_agree,slightly_agree,slightly_agree,slightly_disagree,neutral,slightly_agree,slightly_agree,slightly_disagree,disagree
16,,cisgender,husky,us,,disagree,strongly_disagree,slightly_agree,agree,neutral,slightly_disagree,slightly_disagree,agree,slightly_agree,slightly_disagree,strongly_agree,neutral,neutral,dont_know,slightly_agree,agree,slightly_disagree,agree,agree,strongly_agree,slightly_agree,agree,slightly_agree,dont_know
17,,transgender,coyote,,,slightly_agree,agree,disagree,agree,slightly_agree,slightly_agree,slightly_disagree,slightly_agree,agree,strongly_disagree,disagree,disagree,slightly_agree,slightly_disagree,slightly_agree,dont_know,slightly_agree,agree,agree,slightly_agree,agree,neutral,slightly_disagree,slightly_disagree
16,,cisgender,rabbit,us,,neutral,neutral,strongly_disagree,strongly_agree,neutral,agree,disagree,strongly_disagree,agree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_agree,neutral,disagree,agree,strongly_agree,neutral,agree,neutral,slightly_disagree,disagree
32,,cisgender,fennec,us,,disagree,strongly_disagree,disagree,slightly_disagree,disagree,disagree,slightly_disagree,neutral,agree,strongly_disagree,slightly_agree,disagree,slightly_disagree,disagree,slightly_agree,neutral,slightly_agree,strongly_agree,strongly_agree,neutral,agree,slightly_agree,agree,disagree
26,,cisgender,otherbear,br,,disagree,dont_know,agree,strongly_agree,slightly_disagree,slightly_agree,disagree,disagree,agree,strongly_disagree,disagree,strongly_disagree,disagree,neutral,slightly_disagree,slightly_agree,slightly_agree,disagree,strongly_agree,slightly_agree,slightly_disagree,strongly_disagree,strongly_disagree,disagree
32,,complicated,polymorphic,de,,agree,strongly_agree,agree,agree,slightly_agree,slightly_agree,slightly_disagree,slightly_agree,agree,disagree,slightly_disagree,strongly_disagree,disagree,slightly_agree,strongly_agree,strongly_agree,agree,agree,strongly_agree,slightly_agree,dont_know,disagree,strongly_disagree,strongly_disagree
24,,transgender,dragon,us,,strongly_disagree,agree,strongly_disagree,slightly_disagree,neutral,dont_know,dont_know,slightly_agree,agree,strongly_disagree,slightly_disagree,strongly_disagree,strongly_disagree,slightly_agree,slightly_agree,dont_know,agree,agree,strongly_agree,neutral,disagree,dont_know,neutral,disagree
33,,cisgender,coyote,ru,,disagree,slightly_disagree,slightly_disagree,agree,disagree,slightly_agree,neutral,disagree,agree,disagree,neutral,disagree,disagree,slightly_agree,agree,strongly_agree,slightly_disagree,agree,agree,disagree,disagree,strongly_disagree,slightly_disagree,disagree
23,,transgender,kitsune,ca,Shinto,strongly_disagree,strongly_agree,strongly_disagree,strongly_agree,slightly_agree,strongly_disagree,strongly_disagree,neutral,strongly_agree,neutral,slightly_agree,strongly_disagree,strongly_disagree,neutral,disagree,slightly_agree,strongly_agree,strongly_agree,strongly_agree,neutral,strongly_disagree,strongly_disagree,neutral,strongly_disagree
17,,cisgender,lizard,sg,,slightly_disagree,agree,neutral,dont_know,disagree,slightly_disagree,disagree,agree,agree,slightly_disagree,slightly_agree,strongly_disagree,agree,disagree,slightly_agree,strongly_agree,strongly_agree,agree,neutral,dont_know,disagree,neutral,dont_know,slightly_disagree
23,,cisgender,otherungulate,us,Christian - Non-Denominational,slightly_agree,disagree,slightly_disagree,agree,slightly_disagree,neutral,disagree,slightly_agree,neutral,slightly_agree,disagree,strongly_disagree,disagree,slightly_agree,slightly_disagree,agree,slightly_agree,agree,agree,disagree,slightly_agree,disagree,slightly_agree,disagree
16,,cisgender,redfox,hr,,slightly_disagree,dont_know,agree,slightly_agree,slightly_disagree,agree,dont_know,slightly_agree,agree,strongly_disagree,slightly_agree,neutral,slightly_disagree,disagree,agree,agree,agree,agree,agree,neutral,slightly_agree,dont_know,dont_know,disagree
47,,cisgender,bat,us,Satanist,agree,agree,agree,strongly_agree,slightly_agree,neutral,slightly_agree,slightly_agree,agree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,agree,agree,agree,slightly_agree,neutral,slightly_agree,slightly_disagree,agree,disagree,strongly_disagree,disagree
19,,transgender,hyaena,us,,strongly_disagree,agree,strongly_disagree,slightly_agree,strongly_disagree,disagree,disagree,slightly_agree,strongly_agree,agree,neutral,strongly_disagree,disagree,neutral,strongly_agree,neutral,slightly_agree,strongly_agree,strongly_agree,disagree,dont_know,dont_know,strongly_disagree,strongly_disagree
16,,cisgender,otherfox,us,,strongly_disagree,strongly_agree,neutral,strongly_agree,strongly_disagree,slightly_agree,strongly_disagree,agree,strongly_agree,neutral,dont_know,agree,strongly_disagree,strongly_disagree,strongly_agree,strongly_agree,strongly_disagree,slightly_disagree,slightly_disagree,strongly_disagree,agree,slightly_disagree,slightly_agree,neutral
17,,cisgender,coyote,us,,agree,strongly_agree,slightly_disagree,agree,slightly_agree,slightly_disagree,disagree,disagree,strongly_agree,disagree,agree,strongly_disagree,disagree,slightly_agree,strongly_agree,dont_know,slightly_agree,slightly_disagree,slightly_agree,agree,slightly_disagree,slightly_disagree,disagree,strongly_disagree
24,,cisgender,lizard,us,,slightly_agree,neutral,disagree,slightly_agree,disagree,slightly_agree,slightly_agree,agree,strongly_agree,strongly_disagree,agree,disagree,disagree,slightly_agree,agree,dont_know,disagree,strongly_agree,strongly_agree,dont_know,agree,agree,dont_know,disagree
18,,cisgender,otherungulate,us,,slightly_agree,dont_know,neutral,slightly_agree,strongly_disagree,disagree,strongly_disagree,slightly_disagree,neutral,disagree,slightly_agree,strongly_disagree,strongly_disagree,strongly_disagree,slightly_agree,dont_know,neutral,slightly_agree,slightly_agree,strongly_disagree,disagree,disagree,strongly_agree,neutral
17,,cisgender,husky,us,,slightly_disagree,agree,neutral,agree,slightly_disagree,slightly_agree,strongly_disagree,slightly_disagree,neutral,strongly_disagree,slightly_agree,strongly_disagree,strongly_disagree,neutral,neutral,dont_know,slightly_agree,strongly_agree,agree,slightly_disagree,disagree,slightly_disagree,slightly_disagree,strongly_disagree
15,,cisgender,wolf,us,,slightly_agree,strongly_agree,neutral,strongly_disagree,neutral,slightly_disagree,agree,slightly_agree,agree,strongly_disagree,disagree,strongly_disagree,neutral,slightly_agree,neutral,slightly_agree,strongly_agree,slightly_agree,slightly_disagree,neutral,slightly_disagree,slightly_agree,slightly_agree,disagree
24 almost 25,"Genderfluid, Sometimes male, female, and nongendered",complicated,domesticcat,um,I'd call it spritual,strongly_disagree,dont_know,strongly_disagree,strongly_disagree,strongly_disagree,neutral,dont_know,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,neutral,strongly_disagree,disagree,strongly_agree,dont_know,strongly_agree,strongly_agree,dont_know,neutral,slightly_agree,neutral,disagree
21,,cisgender,wolf,us,Deist,disagree,neutral,strongly_disagree,agree,strongly_disagree,slightly_agree,disagree,disagree,strongly_agree,strongly_disagree,agree,strongly_disagree,disagree,strongly_disagree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,slightly_agree,dont_know,disagree,strongly_agree,strongly_disagree
18,,cisgender,redfox,gb,,disagree,agree,strongly_agree,strongly_agree,disagree,agree,disagree,disagree,strongly_agree,strongly_disagree,strongly_disagree,strongly_disagree,slightly_disagree,strongly_disagree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,neutral,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree
18,,cisgender,redfox,us,,disagree,neutral,slightly_agree,agree,slightly_agree,agree,slightly_disagree,agree,slightly_agree,slightly_agree,disagree,neutral,disagree,slightly_agree,slightly_agree,neutral,agree,agree,slightly_agree,neutral,neutral,slightly_disagree,slightly_agree,slightly_disagree
25,,cisgender,redfox,us,,disagree,dont_know,strongly_disagree,disagree,slightly_agree,slightly_agree,disagree,agree,agree,disagree,agree,strongly_disagree,strongly_disagree,slightly_agree,agree,strongly_agree,strongly_disagree,agree,agree,disagree,strongly_agree,agree,strongly_agree,disagree
23,,cisgender,cougar,us,,slightly_agree,agree,slightly_agree,agree,disagree,slightly_disagree,strongly_disagree,disagree,slightly_agree,strongly_disagree,agree,strongly_disagree,disagree,disagree,agree,agree,agree,slightly_disagree,agree,neutral,agree,slightly_disagree,slightly_disagree,disagree
15,,cisgender,husky,us,,disagree,neutral,disagree,disagree,agree,slightly_agree,slightly_agree,slightly_agree,strongly_agree,slightly_disagree,strongly_agree,neutral,strongly_disagree,agree,agree,agree,strongly_agree,agree,strongly_agree,slightly_disagree,neutral,disagree,neutral,slightly_disagree
33,,cisgender,wolf,gb,,agree,strongly_agree,disagree,strongly_agree,agree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_agree,strongly_disagree,disagree,strongly_disagree,strongly_disagree,disagree,strongly_agree,strongly_agree,agree,neutral,strongly_agree,slightly_agree,slightly_disagree,slightly_disagree,disagree,strongly_disagree
16,,cisgender,redfox,gb,,strongly_disagree,slightly_agree,strongly_disagree,disagree,agree,agree,strongly_disagree,slightly_agree,agree,strongly_disagree,disagree,disagree,disagree,disagree,disagree,agree,disagree,agree,disagree,agree,strongly_agree,disagree,agree,strongly_disagree
24,,cisgender,leopard,fr,,agree,agree,slightly_disagree,slightly_agree,agree,slightly_agree,slightly_disagree,neutral,strongly_agree,strongly_disagree,neutral,strongly_disagree,strongly_disagree,slightly_agree,strongly_agree,agree,strongly_agree,agree,strongly_agree,slightly_disagree,slightly_agree,slightly_disagree,neutral,disagree
30,,cisgender,lion,ca,,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,neutral,disagree,strongly_disagree,strongly_disagree,agree,strongly_disagree,strongly_disagree,slightly_disagree,strongly_disagree,strongly_disagree,neutral,strongly_disagree,strongly_disagree,strongly_agree,agree,slightly_agree,slightly_agree,strongly_disagree,strongly_disagree,strongly_disagree
19,,cisgender,tiger,us,,agree,agree,neutral,slightly_agree,neutral,dont_know,slightly_agree,slightly_disagree,strongly_agree,dont_know,strongly_agree,strongly_disagree,slightly_disagree,slightly_disagree,strongly_agree,agree,strongly_agree,agree,strongly_agree,neutral,agree,neutral,dont_know,strongly_agree
19,,cisgender,hyaena,us,,strongly_disagree,strongly_disagree,strongly_disagree,slightly_disagree,slightly_agree,agree,disagree,slightly_disagree,disagree,strongly_disagree,agree,strongly_disagree,disagree,slightly_agree,slightly_disagree,slightly_disagree,slightly_disagree,strongly_agree,strongly_agree,slightly_agree,disagree,neutral,disagree,slightly_disagree
20,,cisgender,wolf,de,,disagree,strongly_agree,slightly_agree,agree,slightly_agree,disagree,dont_know,strongly_agree,strongly_agree,disagree,slightly_agree,strongly_disagree,agree,dont_know,strongly_agree,agree,strongly_agree,slightly_disagree,agree,disagree,slightly_agree,disagree,dont_know,slightly_disagree
23,,cisgender,polymorphic,us,,slightly_disagree,disagree,disagree,slightly_agree,strongly_disagree,slightly_agree,strongly_disagree,agree,agree,neutral,strongly_agree,strongly_agree,slightly_disagree,strongly_disagree,slightly_agree,neutral,agree,agree,agree,disagree,slightly_disagree,disagree,disagree,slightly_agree
29,,cisgender,otherungulate,us,,slightly_agree,slightly_agree,strongly_disagree,strongly_disagree,strongly_disagree,slightly_agree,disagree,disagree,agree,strongly_agree,slightly_disagree,strongly_disagree,strongly_disagree,slightly_agree,agree,strongly_agree,slightly_agree,strongly_agree,strongly_disagree,strongly_disagree,disagree,agree,strongly_agree,strongly_agree
18,,cisgender,arcticfox,us,,slightly_disagree,agree,slightly_agree,slightly_disagree,slightly_agree,slightly_disagree,agree,strongly_agree,strongly_agree,slightly_disagree,agree,disagree,disagree,agree,agree,slightly_agree,strongly_agree,agree,agree,slightly_disagree,slightly_disagree,slightly_disagree,slightly_agree,disagree
24,,cisgender,snowleopard,us,,disagree,agree,strongly_disagree,slightly_disagree,agree,slightly_disagree,disagree,slightly_disagree,strongly_agree,slightly_agree,disagree,disagree,slightly_disagree,agree,strongly_agree,dont_know,agree,slightly_agree,disagree,slightly_agree,slightly_disagree,dont_know,dont_know,neutral
19,,complicated,otherdog,us,,slightly_disagree,dont_know,strongly_disagree,strongly_agree,strongly_disagree,dont_know,strongly_disagree,disagree,disagree,strongly_disagree,disagree,disagree,disagree,strongly_disagree,disagree,dont_know,slightly_disagree,agree,agree,dont_know,disagree,slightly_agree,strongly_disagree,disagree
