age,species
20,animal_other
22,animal_other
21,animal_dragon
21,animal_raven
21,animal_other
20,animal_domesticcat
20,animal_otherdog
20,animal_domesticcat
20,animal_kangaroo
28,animal_germanshepherd
28,animal_snowleopard
28,animal_deer
52,animal_otherfox
52,animal_dinosaur
21,animal_domesticcat
26,animal_wolf
29,animal_bat
21,animal_raccoon
25,animal_wolf
24,animal_otherreptile
24,animal_seaotter
18,animal_redfox
21,animal_otherfox
21,animal_domesticcat
26,animal_other
30,animal_cheetah
22,animal_dragon
23,animal_raven
20,animal_wolf
27,animal_wolf
25,animal_wolf
24,animal_other
19,animal_redfox
26,animal_badger
20,animal_deer
21,animal_wolf
17,animal_snowleopard
17,animal_domesticcat
17,animal_raccoon
25,animal_otherreptile
23,animal_lion
24,animal_hyaena
17,animal_wolf
17,animal_redfox
17,animal_bat
21,animal_dragon
21,animal_deer
31,animal_other
30,animal_lion
23,animal_greyfox
23,animal_other
19,animal_wolf
21,animal_wolf
21,animal_redfox
39,animal_redfox
27,animal_dragon
19,animal_wolf
23,animal_husky
23,animal_kangaroo
20,animal_wolf
20,animal_greyfox
21,animal_wolf
21,animal_redfox
24,animal_wolf
24,animal_otherfeline
25,animal_redfox
20,animal_otherbird
22,animal_coyote
26,animal_wolf
26,animal_horse
26,animal_wolf
26,animal_domesticcat
26,animal_dragon
26,animal_horse
24,animal_dragon
23,animal_wolf
23,animal_kitsune
23,animal_otherbird
25,animal_dragon
16,animal_domesticcat
16,animal_dragon
40,animal_wolf
40,animal_otherdog
40,animal_other
19,animal_tiger
26,animal_pandabear
26,animal_polarbear
22,animal_jackal
30,animal_husky
30,animal_other
23,animal_redfox
25,animal_wolf
25,animal_dragon
27,animal_redfox
28,animal_snowleopard
53,animal_skunk
53,animal_other
53,animal_rabbit
25,animal_othermustelid
29,animal_weasel
29,animal_other
20,animal_other
23,animal_husky
23,animal_lion
22,animal_deer
22,animal_rat
24,animal_otherdog
26,animal_husky
22,animal_deer
22,animal_griffin
20,animal_dragon
20,animal_wolf
20,animal_otherdog
20,animal_lion
20,animal_otherungulate
20,animal_pandabear
20,animal_rabbit
24,animal_raccoon
21,animal_other
28,animal_redfox
23,animal_coyote
23,animal_othermustelid
23,animal_deer
21,animal_arcticfox
21,animal_tiger
30,animal_other
30,animal_raptor
19,animal_leopard
34,animal_weasel
34,animal_kangaroo
33,animal_dragon
33,animal_otherbird
30,animal_leopard
30,animal_cheetah
30,animal_otherfeline
30,animal_other
30,animal_rabbit
21,animal_horse
29,animal_coyote
29,animal_tiger
29,animal_deer
46,animal_otherdog
46,animal_brownbear
34,animal_redfox
34,animal_other
36,animal_other
19,animal_wolf
19,animal_tiger
19,animal_dragon
19,animal_mouse
23,animal_wolf
23,animal_other
28,animal_othercanine
28,animal_otherfeline
28,animal_dragon
28,animal_otherungulate
24,animal_otherfox
24,animal_tiger
24,animal_domesticcat
24,animal_othermustelid
35,animal_wolf
20,animal_other
21,animal_lion
26,animal_coyote
26,animal_lion
26,animal_raven
28,animal_horse
28,animal_other
21,animal_wolf
21,animal_arcticfox
24,animal_husky
28,animal_redfox
19,animal_deer
19,animal_other
18,animal_other
18,animal_wolf
18,animal_redfox
18,animal_arcticfox
18,animal_husky
18,animal_snowleopard
18,animal_dragon
18,animal_skunk
18,animal_hyaena
26,animal_wolf
26,animal_redfox
26,animal_greyfox
26,animal_otherfox
26,animal_othercanine
26,animal_dragon
26,animal_lizard
26,animal_otherreptile
26,animal_squirrel
26,animal_other
26,animal_kangaroo
26,animal_griffin
25,animal_other
22,animal_domesticcat
28,animal_dragon
28,animal_other
20,animal_dragon
19,animal_dragon
21,animal_otherfeline
21,animal_deer
25,animal_otherfox
23,animal_lion
34,animal_wolf
33,animal_wolf
24,animal_redfox
24,animal_riverotter
20,animal_husky
20,animal_bat
28,animal_dinosaur
28,animal_raccoon
23,animal_wolf
23,animal_otherfox
23,animal_domesticcat
29,animal_dragon
25,animal_wolf
25,animal_kitsune
25,animal_otherfeline
24,animal_wolf
24,animal_redfox
26,animal_wolf
27,animal_redfox
18,animal_dragon
18,animal_other
18,animal_raptor
18,animal_griffin
20,animal_otherfox
25,animal_domesticcat
25,animal_jackal
24,animal_wolf
24,animal_snowleopard
22,animal_kitsune
21,animal_dragon
21,animal_other
17,animal_kitsune
17,animal_riverotter
17,animal_othermusteloid
17,animal_bat
18,animal_tiger
41,animal_raccoon
41,animal_rabbit
22,animal_other
16,animal_deer
29,animal_otherdog
56,animal_riverotter
42,animal_otherdog
24,animal_wolf
24,animal_redfox
24,animal_tiger
16,animal_domesticcat
18,animal_wolf
29,animal_husky
29,animal_polarbear
28,animal_greyfox
19,animal_redfox
19,animal_skunk
21,animal_wolf
21,animal_redfox
21,animal_kitsune
21,animal_domesticcat
21,animal_dragon
21,animal_wolf
21,animal_leopard
21,animal_dragon
21,animal_greyfox
25,animal_wolf
24,animal_otherfeline
24,animal_dragon
24,animal_dinosaur
24,animal_other
26,animal_domesticcat
16,animal_greyfox
18,animal_otherfox
18,animal_domesticcat
38,animal_jackal
24,animal_otherungulate
16,animal_wolf
22,animal_other
21,animal_snowleopard
21,animal_other
23,animal_horse
36,animal_tiger
20,animal_collie
24,animal_otherungulate
24,animal_other
27,animal_husky
27,animal_collie
27,animal_other
27,animal_othermarsupial
28,animal_otherfox
28,animal_skunk
28,animal_riverotter
28,animal_otherbird
28,animal_rabbit
16,animal_othercanine
21,animal_wolf
20,animal_wolf
20,animal_other
15,animal_other
21,animal_wolf
21,animal_redfox
21,animal_greyfox
21,animal_arcticfox
21,animal_kitsune
21,animal_otherfox
21,animal_othercanine
21,animal_tiger
21,animal_lion
21,animal_leopard
21,animal_snowleopard
21,animal_panther
21,animal_cheetah
21,animal_cougar
21,animal_domesticcat
21,animal_otherfeline
21,animal_dragon
21,animal_pandabear
20,animal_greyfox
24,animal_wolf
24,animal_lion
20,animal_othercanine
19,animal_husky
18,animal_otherdog
17,animal_dragon
17,animal_other
18,animal_dinosaur
21,animal_jackal
21,animal_husky
21,animal_otherdog
25,animal_otherdog
20,animal_other
21,animal_dragon
23,animal_wolf
41,animal_cheetah
41,animal_domesticcat
41,animal_other
41,animal_rabbit
21,animal_deer
21,animal_othercanine
21,animal_other
19,animal_other
17,animal_wolf
21,animal_wolf
21,animal_deer
21,animal_other
23,animal_dragon
23,animal_lizard
23,animal_other
23,animal_monkey
23,animal_otherprimate
34,animal_hyaena
17,animal_other
26,animal_kitsune
26,animal_otherfox
25,animal_raven
22,animal_husky
21,animal_otherdog
20,animal_redfox
19,animal_germanshepherd
19,animal_brownbear
19,animal_other
21,animal_wolf
21,animal_redfox
21,animal_otherdog
29,animal_wolf
22,animal_wolf
22,animal_otherfox
22,animal_husky
22,animal_deer
21,animal_otherreptile
20,animal_kitsune
20,animal_lion
20,animal_domesticcat
20,animal_otherfeline
20,animal_other
25,animal_leopard
25,animal_deer
19,animal_wolf
19,animal_othercanine
19,animal_kangaroo
26,animal_panther
23,animal_raccoon
22,animal_raccoon
22,animal_hyaena
23,animal_lion
20,animal_other
24,animal_wolf
24,animal_otherdog
24,animal_otherfeline
21,animal_other
29,animal_other
18,animal_riverotter
18,animal_wolf
18,animal_germanshepherd
18,animal_husky
21,animal_husky
22,animal_wolf
22,animal_deer
20,animal_wolf
22,animal_arcticfox
19,animal_dragon
20,animal_husky
17,animal_other
23,animal_greyfox
21,animal_otherfox
29,animal_other
29,animal_raven
29,animal_raptor
29,animal_otherbird
26,animal_wolf
18,animal_wolf
18,animal_germanshepherd
18,animal_husky
25,animal_otherfeline
25,animal_skunk
18,animal_otherdog
19,animal_otherfox
19,animal_deer
19,animal_otherbird
18,animal_griffin
26,animal_wolf
21,animal_kitsune
19,animal_other
19,animal_wolf
21,animal_redfox
21,animal_coyote
17,animal_wolf
17,animal_otherdog
19,animal_horse
22,animal_brownbear
22,animal_grizzlybear
18,animal_wolf
27,animal_kitsune
23,animal_domesticcat
23,animal_otherfeline
23,animal_rabbit
42,animal_dragon
24,animal_husky
14,animal_lion
17,animal_wolf
17,animal_germanshepherd
20,animal_dragon
18,animal_dragon
25,animal_redfox
25,animal_other
20,animal_wolf
20,animal_otherbird
26,animal_griffin
19,animal_otherdog
26,animal_wolf
26,animal_dragon
26,animal_domesticcat
26,animal_otherfeline
17,animal_germanshepherd
17,animal_other
43,animal_raccoon
26,animal_otherfox
26,animal_jackal
26,animal_snowleopard
38,animal_lion
38,animal_other
20,animal_germanshepherd
21,animal_otherfeline
21,animal_lion
21,animal_rabbit
22,animal_otherdog
22,animal_lizard
22,animal_wolf
22,animal_arcticfox
29,animal_otherdog
18,animal_othercanine
18,animal_dragon
18,animal_other
18,animal_hyaena
16,animal_wolf
16,animal_husky
16,animal_panther
16,animal_deer
19,animal_wolf
22,animal_germanshepherd
24,animal_lion
21,animal_wolf
21,animal_husky
21,animal_lion
22,animal_wolf
22,animal_lion
22,animal_panther
24,animal_wolf
21,animal_redfox
19,animal_other
18,animal_dragon
26,animal_germanshepherd
22,animal_husky
22,animal_otherdog
22,animal_otherfeline
24,animal_otherfeline
16,animal_husky
29,animal_germanshepherd
20,animal_wolf
20,animal_raccoon
18,animal_wolf
22,animal_hyaena
36,animal_redfox
24,animal_tiger
20,animal_jackal
30,animal_redfox
18,animal_wolf
18,animal_arcticfox
18,animal_jackal
18,animal_otherdog
18,animal_othercanine
18,animal_raptor
17,animal_deer
17,animal_rabbit
17,animal_hyaena
22,animal_redfox
25,animal_arcticfox
17,animal_wolf
25,animal_wolf
25,animal_other
22,animal_husky
22,animal_husky
22,animal_otherdog
22,animal_othercanine
22,animal_snowleopard
22,animal_otherfeline
22,animal_other
19,animal_wolf
19,animal_otherdog
19,animal_domesticcat
19,animal_dragon
19,animal_dinosaur
19,animal_otherbird
19,animal_tiger
25,animal_other
25,animal_griffin
20,animal_wolf
20,animal_otherfox
20,animal_lion
20,animal_other
19,animal_jackal
19,animal_panther
19,animal_tiger
24,animal_other
32,animal_jackal
24,animal_wolf
26,animal_wolf
37,animal_husky
24,animal_otherreptile
24,animal_bat
24,animal_other
34,animal_wolf
1,animal_husky
25,animal_snowleopard
25,animal_cheetah
27,animal_husky
27,animal_horse
32,animal_horse
20,animal_husky
17,animal_rabbit
17,animal_lemur
17,animal_hyaena
17,animal_bat
18,animal_wolf
18,animal_lion
22,animal_raptor
22,animal_wolf
22,animal_husky
1,animal_wolf
23,animal_otherdog
23,animal_skunk
25,animal_wolf
21,animal_wolf
21,animal_kitsune
21,animal_husky
26,animal_redfox
26,animal_domesticcat
26,animal_raccoon
26,animal_riverotter
26,animal_redpanda
39,animal_other
16,animal_husky
19,animal_dragon
23,animal_wolf
23,animal_other
20,animal_collie
20,animal_badger
20,animal_grizzlybear
20,animal_squirrel
20,animal_rabbit
20,animal_kangaroo
20,animal_hyaena
20,animal_other
40,animal_wolf
22,animal_other
31,animal_rabbit
18,animal_wolf
18,animal_husky
28,animal_wolf
28,animal_germanshepherd
17,animal_wolf
17,animal_redfox
17,animal_husky
25,animal_leopard
25,animal_dragon
20,animal_wolf
22,animal_wolf
22,animal_husky
22,animal_snowleopard
22,animal_deer
32,animal_wolf
32,animal_dragon
21,animal_deer
21,animal_rabbit
32,animal_deer
32,animal_squirrel
32,animal_hyaena
32,animal_bat
21,animal_dragon
28,animal_riverotter
20,animal_wolf
20,animal_domesticcat
20,animal_dragon
20,animal_otherungulate
20,animal_other
20,animal_husky
29,animal_tiger
29,animal_rabbit
23,animal_wolf
23,animal_husky
16,animal_domesticcat
28,animal_wolf
17,animal_lion
22,animal_husky
24,animal_other
23,animal_wolf
23,animal_greyfox
23,animal_husky
19,animal_husky
15,animal_wolf
15,animal_greyfox
15,animal_snowleopard
15,animal_domesticcat
15,animal_otherreptile
18,animal_wolf
18,animal_germanshepherd
18,animal_husky
23,animal_wolf
23,animal_arcticfox
23,animal_other
47,animal_squirrel
47,animal_lemur
26,animal_redfox
26,animal_otherfox
20,animal_kitsune
20,animal_otherdog
20,animal_other
32,animal_otherreptile
26,animal_wolf
19,animal_otherfox
19,animal_other
30,animal_other
21,animal_otherfox
44,animal_other
23,animal_snowleopard
22,animal_snowleopard
22,animal_domesticcat
22,animal_deer
22,animal_other
26,animal_otherdog
26,animal_othercanine
26,animal_otherfeline
26,animal_otherreptile
26,animal_other
24,animal_domesticcat
21,animal_otherfox
21,animal_coyote
21,animal_other
18,animal_raccoon
31,animal_domesticcat
23,animal_otherfox
46,animal_collie
22,animal_germanshepherd
24,animal_redfox
24,animal_raccoon
22,animal_domesticcat
34,animal_seaotter
34,animal_otherungulate
34,animal_other
22,animal_husky
22,animal_riverotter
22,animal_other
29,animal_otherreptile
18,animal_husky
17,animal_wolf
17,animal_othermusteloid
22,animal_germanshepherd
26,animal_wolf
26,animal_dragon
17,animal_redfox
20,animal_wolf
20,animal_arcticfox
17,animal_domesticcat
17,animal_other
34,animal_monkey
28,animal_mouse
28,animal_othermarsupial
22,animal_wolf
22,animal_otherdog
34,animal_dragon
34,animal_other
34,animal_hyaena
23,animal_wolf
23,animal_dragon
28,animal_othercanine
28,animal_other
41,animal_tiger
41,animal_raccoon
16,animal_wolf
16,animal_redfox
16,animal_domesticcat
47,animal_otherdog
26,animal_wolf
17,animal_husky
17,animal_panther
16,animal_raven
22,animal_lion
22,animal_rabbit
21,animal_redfox
21,animal_dragon
30,animal_husky
23,animal_dragon
27,animal_dragon
21,animal_dragon
21,animal_other
42,animal_other
28,animal_redfox
25,animal_horse
20,animal_tiger
20,animal_dragon
20,animal_wolf
20,animal_otherfox
19,animal_wolf
22,animal_other
18,animal_domesticcat
22,animal_tiger
22,animal_lion
19,animal_husky
22,animal_husky
27,animal_dragon
19,animal_otherfox
19,animal_otherdog
19,animal_snowleopard
21,animal_otherreptile
20,animal_wolf
20,animal_coyote
20,animal_jackal
22,animal_wolf
22,animal_otherfox
28,animal_wolf
23,animal_dragon
23,animal_rabbit
28,animal_horse
28,animal_other
20,animal_wolf
28,animal_collie
25,animal_lizard
21,animal_jackal
1,animal_wolf
31,animal_rabbit
26,animal_otherfox
21,animal_wolf
21,animal_other
32,animal_kitsune
31,animal_wolf
31,animal_tiger
31,animal_leopard
31,animal_otherfeline
33,animal_wolf
33,animal_leopard
33,animal_domesticcat
33,animal_dragon
33,animal_dinosaur
33,animal_raptor
33,animal_griffin
20,animal_germanshepherd
26,animal_wolf
26,animal_husky
17,animal_otherdog
17,animal_domesticcat
17,animal_dragon
19,animal_mouse
22,animal_wolf
32,animal_otherfeline
32,animal_other
28,animal_germanshepherd
28,animal_other
18,animal_dragon
18,animal_otherbird
20,animal_other
26,animal_lizard
26,animal_other
23,animal_rabbit
17,animal_tiger
17,animal_dragon
18,animal_wolf
18,animal_other
18,animal_otherbird
21,animal_other
18,animal_wolf
23,animal_otherreptile
21,animal_wolf
21,animal_arcticfox
20,animal_deer
21,animal_dragon
24,animal_wolf
24,animal_othercanine
24,animal_otherfeline
25,animal_wolf
22,animal_otherbird
26,animal_wolf
26,animal_husky
26,animal_dragon
28,animal_wolf
28,animal_squirrel
24,animal_wolf
25,animal_badger
1,animal_lemur
19,animal_otherfox
19,animal_othercanine
24,animal_domesticcat
21,animal_husky
19,animal_wolf
22,animal_wolf
22,animal_otherfeline
18,animal_riverotter
22,animal_wolf
22,animal_greyfox
21,animal_wolf
21,animal_greyfox
21,animal_snowleopard
25,animal_wolf
25,animal_husky
19,animal_other
17,animal_jackal
21,animal_germanshepherd
29,animal_tiger
22,animal_arcticfox
22,animal_kitsune
22,animal_otherfox
22,animal_wolf
22,animal_husky
35,animal_rabbit
22,animal_snowleopard
22,animal_cheetah
18,animal_wolf
26,animal_otherdog
26,animal_redpanda
26,animal_deer
38,animal_wolf
38,animal_husky
38,animal_rat
22,animal_husky
28,animal_tiger
29,animal_redfox
22,animal_domesticcat
22,animal_other
24,animal_othercanine
24,animal_other
24,animal_redfox
18,animal_squirrel
19,animal_dragon
19,animal_horse
40,animal_other
19,animal_arcticfox
17,animal_husky
20,animal_husky
20,animal_otherdog
20,animal_othercanine
33,animal_tiger
23,animal_raptor
21,animal_otherfox
21,animal_raccoon
26,animal_domesticcat
22,animal_arcticfox
19,animal_tiger
25,animal_wolf
30,animal_kitsune
30,animal_otherdog
30,animal_othercanine
30,animal_other
33,animal_wolf
17,animal_wolf
17,animal_otherdog
17,animal_othercanine
35,animal_wolf
35,animal_other
30,animal_other
30,animal_othermarsupial
16,animal_arcticfox
16,animal_other
21,animal_lion
35,animal_other
20,animal_wolf
22,animal_otherdog
22,animal_bat
18,animal_wolf
18,animal_husky
19,animal_otherfox
19,animal_otherdog
19,animal_othercanine
19,animal_otherreptile
24,animal_otherdog
21,animal_bat
20,animal_otherdog
20,animal_other
27,animal_otherreptile
27,animal_other
24,animal_dragon
23,animal_redfox
33,animal_wolf
33,animal_otherdog
23,animal_wolf
23,animal_otherfeline
33,animal_tiger
22,animal_wolf
20,animal_wolf
20,animal_dragon
35,animal_riverotter
19,animal_domesticcat
19,animal_othercanine
19,animal_othermarsupial
33,animal_wolf
33,animal_husky
20,animal_dragon
20,animal_deer
20,animal_rabbit
53,animal_redfox
24,animal_wolf
24,animal_redfox
21,animal_rabbit
44,animal_wolf
29,animal_dragon
29,animal_wolf
24,animal_dragon
24,animal_other
23,animal_dragon
21,animal_wolf
21,animal_deer
21,animal_wolf
21,animal_domesticcat
30,animal_domesticcat
21,animal_wolf
21,animal_dragon
17,animal_horse
19,animal_arcticfox
19,animal_domesticcat
24,animal_wolf
17,animal_other
17,animal_raptor
17,animal_otherprimate
17,animal_germanshepherd
17,animal_husky
20,animal_kitsune
19,animal_skunk
23,animal_wolf
23,animal_kitsune
23,animal_dragon
17,animal_othermustelid
23,animal_cougar
21,animal_dragon
31,animal_wolf
31,animal_germanshepherd
16,animal_wolf
16,animal_redfox
16,animal_germanshepherd
16,animal_husky
49,animal_wolf
49,animal_skunk
23,animal_otherdog
23,animal_panther
18,animal_husky
18,animal_other
23,animal_redfox
23,animal_kitsune
23,animal_riverotter
23,animal_seaotter
23,animal_other
49,animal_lion
18,animal_wolf
19,animal_othercanine
19,animal_deer
19,animal_other
19,animal_hyaena
24,animal_husky
29,animal_redfox
29,animal_cheetah
18,animal_wolf
18,animal_coyote
18,animal_husky
18,animal_otherdog
18,animal_snowleopard
17,animal_grizzlybear
23,animal_domesticcat
23,animal_lemur
19,animal_otherdog
27,animal_wolf
24,animal_wolf
24,animal_griffin
28,animal_jackal
17,animal_wolf
27,animal_kitsune
21,animal_wolf
22,animal_redfox
22,animal_deer
24,animal_wolf
24,animal_arcticfox
23,animal_wolf
23,animal_greyfox
23,animal_husky
50,animal_kitsune
16,animal_domesticcat
16,animal_lizard
16,animal_rat
16,animal_rabbit
16,animal_othermarsupial
20,animal_redfox
20,animal_horse
17,animal_raptor
35,animal_wolf
18,animal_wolf
18,animal_redfox
18,animal_husky
16,animal_deer
20,animal_raccoon
20,animal_husky
20,animal_otherfeline
20,animal_dragon
25,animal_riverotter
22,animal_kitsune
22,animal_other
26,animal_otherdog
26,animal_lizard
20,animal_snowleopard
20,animal_dragon
22,animal_horse
15,animal_wolf
15,animal_redfox
15,animal_germanshepherd
27,animal_wolf
27,animal_othercanine
27,animal_other
25,animal_wolf
25,animal_redfox
31,animal_otherfeline
31,animal_otherungulate
31,animal_raven
21,animal_otherdog
21,animal_lion
21,animal_domesticcat
21,animal_bat
31,animal_other
18,animal_wolf
21,animal_rat
21,animal_germanshepherd
21,animal_other
26,animal_wolf
26,animal_coyote
18,animal_otherbird
30,animal_arcticfox
20,animal_lizard
20,animal_dinosaur
20,animal_otherreptile
20,animal_otherbird
27,animal_wolf
27,animal_riverotter
20,animal_pandabear
20,animal_polarbear
20,animal_other
24,animal_other
18,animal_wolf
22,animal_other
28,animal_dragon
16,animal_other
23,animal_redfox
23,animal_kitsune
23,animal_otherfox
23,animal_tiger
23,animal_leopard
23,animal_domesticcat
23,animal_otherfeline
22,animal_wolf
19,animal_wolf
19,animal_husky
21,animal_dragon
24,animal_otherfox
24,animal_leopard
24,animal_otherfeline
24,animal_redpanda
24,animal_deer
24,animal_other
25,animal_germanshepherd
25,animal_othercanine
25,animal_domesticcat
25,animal_other
22,animal_dragon
46,animal_kitsune
23,animal_skunk
23,animal_other
37,animal_wolf
37,animal_otherdog
37,animal_other
20,animal_wolf
20,animal_husky
19,animal_wolf
23,animal_domesticcat
23,animal_otherreptile
19,animal_husky
15,animal_domesticcat
15,animal_other
24,animal_kitsune
21,animal_other
55,animal_otherdog
15,animal_other
21,animal_tiger
34,animal_redfox
19,animal_wolf
19,animal_dragon
35,animal_domesticcat
35,animal_dragon
21,animal_otherdog
21,animal_dragon
20,animal_wolf
20,animal_redfox
20,animal_dragon
20,animal_raven
15,animal_otherfeline
53,animal_snowleopard
21,animal_wolf
25,animal_deer
25,animal_other
21,animal_wolf
21,animal_otherungulate
24,animal_badger
19,animal_otherfeline
19,animal_other
23,animal_wolf
28,animal_greyfox
28,animal_kitsune
28,animal_otherfox
28,animal_other
28,animal_wolf
28,animal_husky
21,animal_snowleopard
22,animal_lion
22,animal_domesticcat
22,animal_otherfeline
27,animal_wolf
20,animal_wolf
20,animal_redfox
20,animal_greyfox
20,animal_arcticfox
20,animal_kitsune
20,animal_otherfox
20,animal_coyote
20,animal_jackal
20,animal_germanshepherd
20,animal_husky
20,animal_collie
20,animal_otherdog
20,animal_othercanine
20,animal_tiger
20,animal_lion
20,animal_leopard
20,animal_snowleopard
20,animal_panther
20,animal_cheetah
20,animal_cougar
20,animal_domesticcat
20,animal_otherfeline
20,animal_horse
20,animal_deer
20,animal_otherungulate
20,animal_monkey
24,animal_rabbit
21,animal_deer
18,animal_otherdog
18,animal_other
18,animal_rabbit
19,animal_wolf
24,animal_wolf
24,animal_redfox
24,animal_greyfox
24,animal_arcticfox
24,animal_kitsune
24,animal_otherfox
24,animal_husky
24,animal_collie
24,animal_lion
24,animal_domesticcat
20,animal_domesticcat
20,animal_otherungulate
23,animal_redfox
25,animal_otherfox
22,animal_dragon
22,animal_dinosaur
22,animal_other
22,animal_wolf
22,animal_kitsune
22,animal_panther
24,animal_otherdog
24,animal_domesticcat
24,animal_deer
24,animal_hyaena
99,animal_other
1,animal_otherfox
1,animal_otherfeline
20,animal_tiger
20,animal_dragon
20,animal_horse
20,animal_kangaroo
26,animal_wolf
26,animal_redfox
26,animal_husky
26,animal_rat
26,animal_other
21,animal_otherdog
21,animal_dragon
21,animal_otherbear
20,animal_wolf
20,animal_otherdog
16,animal_domesticcat
23,animal_wolf
23,animal_husky
22,animal_deer
29,animal_germanshepherd
29,animal_husky
20,animal_kitsune
21,animal_wolf
20,animal_husky
16,animal_greyfox
16,animal_otherfox
16,animal_coyote
16,animal_jackal
16,animal_collie
16,animal_domesticcat
16,animal_otherfeline
16,animal_otherreptile
16,animal_other
16,animal_raptor
16,animal_otherbird
24,animal_wolf
24,animal_horse
19,animal_redfox
21,animal_domesticcat
21,animal_other
21,animal_rabbit
20,animal_snowleopard
21,animal_other
21,animal_rabbit
23,animal_wolf
23,animal_arcticfox
23,animal_kitsune
23,animal_jackal
25,animal_wolf
21,animal_redfox
21,animal_domesticcat
22,animal_wolf
22,animal_dragon
19,animal_otherdog
19,animal_domesticcat
19,animal_bat
42,animal_tiger
19,animal_wolf
23,animal_wolf
23,animal_dragon
23,animal_other
21,animal_other
26,animal_raccoon
16,animal_wolf
16,animal_dragon
16,animal_horse
16,animal_other
16,animal_otherbird
24,animal_wolf
24,animal_dragon
24,animal_deer
24,animal_bat
19,animal_germanshepherd
24,animal_otherfeline
22,animal_dragon
22,animal_othermustelid
19,animal_wolf
21,animal_domesticcat
21,animal_deer
21,animal_other
32,animal_wolf
25,animal_redfox
25,animal_greyfox
25,animal_kitsune
26,animal_tiger
21,animal_wolf
21,animal_tiger
21,animal_cheetah
29,animal_arcticfox
23,animal_wolf
20,animal_wolf
16,animal_domesticcat
21,animal_wolf
19,animal_wolf
19,animal_germanshepherd
19,animal_other
25,animal_otherfox
32,animal_redfox
18,animal_otherfeline
18,animal_dragon
23,animal_other
29,animal_lion
21,animal_dragon
21,animal_otherfox
21,animal_other
20,animal_raptor
19,animal_redpanda
21,animal_otherdog
21,animal_domesticcat
21,animal_other
20,animal_deer
18,animal_deer
21,animal_otherfox
20,animal_wolf
20,animal_dragon
20,animal_otherbird
20,animal_rabbit
42,animal_skunk
18,animal_wolf
23,animal_jackal
31,animal_wolf
22,animal_wolf
23,animal_wolf
23,animal_husky
17,animal_wolf
17,animal_otherdog
17,animal_rat
35,animal_wolf
20,animal_lion
25,animal_wolf
23,animal_other
26,animal_dragon
33,animal_wolf
33,animal_jackal
33,animal_husky
24,animal_otherfox
24,animal_coyote
24,animal_otherdog
24,animal_dinosaur
21,animal_wolf
21,animal_hyaena
26,animal_redfox
23,animal_otherfox
23,animal_otherfeline
22,animal_arcticfox
20,animal_skunk
27,animal_wolf
20,animal_tiger
20,animal_snowleopard
20,animal_domesticcat
17,animal_wolf
17,animal_husky
16,animal_wolf
19,animal_wolf
19,animal_husky
19,animal_pandabear
23,animal_other
23,animal_bat
22,animal_otherdog
21,animal_redfox
17,animal_redfox
18,animal_domesticcat
31,animal_kitsune
23,animal_dragon
24,animal_polarbear
24,animal_otherbear
24,animal_rabbit
25,animal_tiger
25,animal_lion
23,animal_wolf
17,animal_othercanine
17,animal_rabbit
18,animal_cougar
18,animal_otherfeline
32,animal_wolf
32,animal_leopard
17,animal_wolf
17,animal_kitsune
17,animal_otherfox
17,animal_othercanine
17,animal_otherfeline
18,animal_husky
18,animal_other
19,animal_pandabear
23,animal_otherfox
23,animal_otherfeline
23,animal_otherfox
29,animal_tiger
29,animal_domesticcat
25,animal_wolf
25,animal_jackal
17,animal_wolf
17,animal_greyfox
17,animal_coyote
17,animal_germanshepherd
17,animal_husky
17,animal_collie
17,animal_kangaroo
17,animal_hyaena
24,animal_domesticcat
27,animal_domesticcat
19,animal_otherfox
18,animal_dragon
18,animal_otherbird
23,animal_wolf
23,animal_tiger
21,animal_wolf
21,animal_dragon
21,animal_deer
21,animal_pandabear
21,animal_other
21,animal_rabbit
21,animal_monkey
21,animal_bat
31,animal_dragon
21,animal_domesticcat
21,animal_otherfeline
21,animal_other
17,animal_wolf
16,animal_otherdog
16,animal_othercanine
24,animal_hyaena
19,animal_otherdog
19,animal_horse
20,animal_dragon
33,animal_husky
33,animal_domesticcat
33,animal_dragon
22,animal_tiger
22,animal_snowleopard
21,animal_wolf
21,animal_cheetah
21,animal_grizzlybear
21,animal_pandabear
21,animal_polarbear
19,animal_otherfox
17,animal_riverotter
24,animal_wolf
24,animal_dragon
24,animal_other
23,animal_redfox
23,animal_lion
19,animal_snowleopard
19,animal_otherdog
19,animal_other
24,animal_redfox
18,animal_wolf
19,animal_wolf
18,animal_domesticcat
18,animal_otherfeline
28,animal_kitsune
28,animal_tiger
20,animal_wolf
20,animal_husky
23,animal_raven
26,animal_dragon
26,animal_rabbit
17,animal_redfox
23,animal_otherungulate
19,animal_wolf
19,animal_lion
19,animal_lizard
19,animal_otherbird
19,animal_wolf
19,animal_otherfox
22,animal_domesticcat
22,animal_otherfeline
19,animal_domesticcat
17,animal_wolf
24,animal_otherfeline
19,animal_rabbit
22,animal_wolf
22,animal_husky
22,animal_deer
21,animal_domesticcat
21,animal_weasel
24,animal_wolf
24,animal_other
21,animal_domesticcat
21,animal_other
26,animal_otherdog
28,animal_otherdog
28,animal_domesticcat
23,animal_snowleopard
38,animal_wolf
38,animal_other
21,animal_otherfox
22,animal_other
22,animal_wolf
24,animal_raccoon
21,animal_wolf
21,animal_kangaroo
29,animal_otherbear
26,animal_kitsune
19,animal_wolf
19,animal_domesticcat
28,animal_otherfox
